main_loss,mse_loss,cosine_loss,var_predicted_seq,var_target_batch,diversity_penalty,total_loss,epoch
0.03876707224216271,0.0029698767067332355,0.18116812513315633,0.0013905026778730568,0.00016197472101645867,1.7680383253747072,0.03876707224216271,1
0.0031056667239688363,0.0004776112533996612,0.024260505881064976,0.00019191275548506288,0.0003697649759347909,0.02020048439270738,0.0031056667239688363,2
0.0028452656636075986,0.00040263726532496785,0.021878522558090013,0.00023223484340533204,0.0005516144465365116,0.025477610432266533,0.0028452656636075986,3
0.002988689040232982,0.000314997399572092,0.023335001664065616,0.00022131141292810997,0.0005355188548445511,0.03401914336872133,0.002988689040232982,4
0.0033312482356806813,0.00027401603457915353,0.025679383803527432,0.00022923803607670541,0.000557065950518972,0.04892937882424711,0.0033312482356806813,5
0.0036387185056117317,0.0003222012468600891,0.027326665676775434,0.00022657389525279758,0.0006161865365909815,0.05838506558821315,0.0036387185056117317,6
0.003741475617199208,0.0003960476427159064,0.02716852775860182,0.0002463365710321677,0.0007176035136281216,0.06285751601715228,0.003741475617199208,7
0.003989445404303107,0.0004186149669304531,0.029568898106068917,0.00022195537015753066,0.0006954860043474865,0.0613940587028479,0.003989445404303107,8
0.004288901710173204,0.000435929136174209,0.03274927501986315,0.00018697459584476439,0.0006493258515574147,0.05780450402052848,0.004288901710173204,9
0.005101676833143819,0.0004405013699533977,0.041084121055764596,0.00015384619635522994,0.0006095827713219838,0.05527632903485071,0.005101676833143819,10
0.005889647802331181,0.0004899637691545277,0.04834340208725178,0.00015071554606991067,0.0006705423905735924,0.05653437426784536,0.005889647802331181,11
0.006455838358909874,0.0005239067974861971,0.053704145204125746,0.0001398558770187008,0.0006951066849569043,0.05615169645693058,0.006455838358909874,12
0.006986626226373098,0.0006170021200654073,0.05807944302048002,0.00015452376039333697,0.0008011301535722415,0.056167973722621195,0.006986626226373098,13
0.007330346933733195,0.0007088688027792553,0.06040762560817348,0.00017869227836394663,0.0009651625840225336,0.05807154878373548,0.007330346933733195,14
0.00782719090710575,0.0007799423269879742,0.06444851422047877,0.00020239343936533766,0.001097006484825205,0.06023970760214023,0.00782719090710575,15
0.00800474082416558,0.0008527691823480678,0.06564889237175495,0.0002102972581569402,0.0011949193802058369,0.058708233161123245,0.00800474082416558,16
0.008362543998088265,0.0008980469164547711,0.06861919387356266,0.00022688563391796548,0.0013044996180694428,0.06025775962205597,0.008362543998088265,17
0.008848751854533569,0.000946304995303073,0.07291707124683883,0.00024111310899387295,0.0013933438092603215,0.0610739647659845,0.008848751854533569,18
0.009095796480119883,0.0010417962974942061,0.07432382361956569,0.0002716821402498101,0.001577576855154906,0.062161772122313254,0.009095796480119883,19
0.009716045707054845,0.0011476327017403375,0.07895970796217848,0.0003354408061101985,0.0018460666916875557,0.06724420832299488,0.009716045707054845,20
0.009866308201541066,0.0011240666598719528,0.08084608949584401,0.00031460393084794787,0.0017731737093437095,0.06576324557210063,0.009866308201541066,21
0.010249468638483203,0.0012069951829879167,0.08354380997818905,0.0003643054812238296,0.0019590936598603377,0.06880923408346298,0.010249468638483203,22
0.00889005508928836,0.0003098019157602851,0.0793828628329567,8.706220391497695e-05,0.0004802754003641574,0.06419667751961575,0.00889005508928836,23
0.009738877943065358,0.00013797764134727207,0.09024125439670933,3.269616914595368e-05,0.0002126242328693599,0.057677469222427724,0.009738877943065358,24
0.00799350370055972,0.00011671082607164276,0.07428261231044274,1.9544367555331868e-05,0.00015570325359566507,0.04485315221733663,0.00799350370055972,25
0.005615063600119326,0.0001975833601233014,0.0511503626084153,1.824060077707568e-05,0.00021007653282513507,0.0302443885827785,0.005615063600119326,26
0.005352406054666955,0.00030336997803512126,0.048037036794882554,2.1498531602376787e-05,0.00029569197919018455,0.024533230965554497,0.005352406054666955,27
0.0052047365693027505,0.00038913098876466873,0.04581549690265359,2.5760310104704418e-05,0.0003790020487261015,0.02340558124330891,0.0052047365693027505,28
0.005153985680746181,0.00045431446569337214,0.04469620286326705,2.940281797153534e-05,0.00044718931289219156,0.023005083906071963,0.005153985680746181,29
0.005169652074902922,0.00048744358276289925,0.04449583423279581,3.203984286721187e-05,0.0004894795629490959,0.023262498402224354,0.005169652074902922,30
0.005216347876485888,0.0005076985979570424,0.0447220062489038,3.415140757073253e-05,0.0005225497780661116,0.023644855989641323,0.005216347876485888,31
0.005264329606319194,0.0005209189749684444,0.045031611089195525,3.5880362209241376e-05,0.0005506855042501193,0.02402494306583981,0.005264329606319194,32
0.005306309590887128,0.0005142306438613096,0.045450747856399513,3.687451347208074e-05,0.0005628656836451737,0.02470040798405588,0.005306309590887128,33
0.00536552886666232,0.0004986272445724657,0.046162020911773044,3.665560530935714e-05,0.000565526832829847,0.025069943981947916,0.00536552886666232,34
0.005349823950547657,0.00048011924447611165,0.046267200905433944,3.403414847902167e-05,0.0005507014224036246,0.02429845253817546,0.005349823950547657,35
0.005309325658235249,0.0004596824367571581,0.046197479073599584,3.045077912260833e-05,0.0005266160263480352,0.02298952392524197,0.005309325658235249,36
0.005267609981308272,0.00043875577536773197,0.04614622563178286,2.6646436218960353e-05,0.0004985351495627287,0.021423155578337745,0.005267609981308272,37
0.00520191855742272,0.0004208922337769657,0.04583140007414661,2.3156685952200372e-05,0.0004702154632901684,0.01978862357936499,0.00520191855742272,38
0.0051588847011928155,0.00040340372508361033,0.045694279340488135,2.0586477414606355e-05,0.00044638111531963034,0.0186052958880152,0.0051588847011928155,39
0.005122163175049173,0.00039049015154860804,0.045571466308810336,1.8424026821666414e-05,0.0004261250993375063,0.017452630943758585,0.005122163175049173,40
0.005075272740011578,0.0003772242737365989,0.04532227107347586,1.670661171334399e-05,0.00040615533530582494,0.016582126813111723,0.005075272740011578,41
0.005034884356726438,0.00036804878392560417,0.045080302811258445,1.546578607017165e-05,0.00039223919493818296,0.015880520774167534,0.005034884356726438,42
0.004995868957495733,0.0003601370642222669,0.04482637311949398,1.446287495081122e-05,0.0003793370552001105,0.01530944806943228,0.004995868957495733,43
